Student_ID,Age,Gender,Class,Study_Hours_Per_Day,Attendance_Percentage,Parental_Education,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Final_Percentage,Performance_Level,Pass_Fail
1253,18,0,10,3.8,67,2,1,1,69,57,90,64,72.0,2,1
1254,14,1,9,2.2,76,0,0,1,37,57,62,63,52.0,0,1
1255,17,1,10,1.2,90,0,1,1,60,66,83,76,69.67,2,1
1256,16,0,10,1.8,79,1,1,0,68,35,75,49,59.33,0,1
1257,16,0,10,4.3,82,2,0,1,66,40,35,82,47.0,3,0
1258,18,0,12,5.1,79,2,1,0,78,77,81,51,78.67,2,1
1259,17,1,12,4.3,98,0,1,0,58,84,75,66,72.33,2,1
1260,15,0,10,2.6,57,1,0,1,84,57,66,63,69.0,2,1
1261,17,1,10,3.4,61,2,1,1,77,74,73,42,74.67,2,1
1262,16,0,9,3.7,85,2,0,0,97,41,59,72,65.67,0,1
1263,19,0,12,3.6,83,1,0,0,56,52,89,66,65.67,0,1
1264,18,0,11,4.8,73,1,0,0,71,40,86,75,65.67,0,1
1265,19,1,11,4.6,97,2,0,0,66,69,82,75,72.33,2,1
1266,15,1,10,1.2,60,2,1,0,88,75,51,82,71.33,2,1
1267,18,0,10,2.0,83,0,1,1,89,86,79,56,84.67,1,1
1268,16,0,11,2.3,91,2,0,1,47,85,72,59,68.0,2,1
1269,17,1,12,0.9,88,2,0,1,44,80,58,88,60.67,0,1
1270,15,0,10,0.9,66,0,0,1,70,95,58,53,74.33,2,1
1271,15,0,10,4.4,94,2,0,1,53,42,76,68,57.0,0,1
1272,19,1,10,3.6,64,0,0,0,57,81,64,95,67.33,2,1
1273,18,0,10,2.2,86,2,0,0,49,52,55,54,52.0,0,1
1274,18,0,9,3.8,52,2,0,0,69,54,87,95,70.0,2,1
1275,17,0,12,5.6,50,0,1,1,78,72,51,44,67.0,2,1
1276,18,1,9,1.1,55,0,0,1,40,74,81,48,65.0,0,1
1277,16,1,11,1.8,66,0,0,0,92,55,53,82,66.67,2,1
1278,14,0,10,1.5,79,2,1,0,37,36,44,78,39.0,3,0
1279,19,1,11,5.8,68,2,0,0,64,40,49,69,51.0,0,1
1280,16,0,10,5.7,78,2,0,1,76,55,71,73,67.33,2,1
1281,16,0,11,3.9,60,0,0,1,42,79,47,45,56.0,0,1
1282,19,0,11,2.0,58,0,1,0,46,100,82,95,76.0,2,1
1283,14,1,12,5.6,92,0,0,1,62,66,37,79,55.0,0,1
1284,16,1,11,5.7,56,0,1,0,51,44,57,70,50.67,0,1
1285,19,0,11,5.6,70,2,1,1,97,62,91,92,83.33,1,1
1286,15,0,12,5.3,83,1,0,1,82,53,78,65,71.0,2,1
1287,16,1,10,5.9,70,2,1,0,49,91,35,95,58.33,0,1
1288,19,1,11,4.0,67,1,1,1,98,71,78,59,82.33,1,1
1289,15,1,9,4.5,94,2,1,0,75,54,94,69,74.33,2,1
1290,16,0,10,2.4,91,2,1,0,44,59,86,46,63.0,0,1
1291,18,1,9,4.5,88,1,1,1,73,49,57,47,59.67,0,1
1292,16,0,9,2.4,51,2,0,0,90,68,50,83,69.33,2,1
1293,16,1,12,0.6,72,0,0,1,79,50,99,72,76.0,2,1
1294,18,0,11,1.7,72,0,1,0,35,62,38,44,45.0,3,0
1295,17,1,10,2.1,52,1,0,0,65,99,82,67,82.0,1,1
1296,16,0,12,1.1,83,1,0,1,87,69,38,81,64.67,0,1
1297,16,1,9,4.6,84,0,0,0,43,69,40,83,50.67,0,1
1298,14,1,9,1.9,69,0,0,0,41,85,56,75,60.67,0,1
1299,14,0,11,2.1,62,0,0,1,43,90,49,49,60.67,0,1
1300,19,1,12,2.8,56,1,1,0,37,99,96,74,77.33,2,1
1301,17,1,10,5.2,99,1,1,1,93,68,48,85,69.67,2,1
1302,16,1,9,2.6,79,1,1,0,53,48,76,61,59.0,0,1
1303,18,0,9,4.7,96,1,0,1,41,50,35,48,42.0,3,0
1304,15,1,9,4.9,55,0,0,0,46,74,52,80,57.33,0,1
1305,19,0,10,1.1,84,1,1,1,54,51,59,95,54.67,0,1
1306,14,0,10,1.9,61,2,1,1,77,50,41,84,56.0,0,1
1307,15,1,11,3.6,91,1,0,1,64,69,90,65,74.33,2,1
1308,15,1,9,4.2,70,2,1,1,78,86,49,49,71.0,2,1
1309,17,1,10,3.3,52,0,1,1,100,73,98,66,90.33,1,1
1310,18,1,11,5.5,87,0,0,0,98,70,47,54,71.67,2,1
1311,16,0,9,4.8,61,0,0,1,51,58,99,69,69.33,2,1
1312,18,0,11,5.7,80,0,0,1,73,39,70,69,60.67,0,1
1313,17,1,10,2.3,74,2,1,1,69,90,61,42,73.33,2,1
1314,19,0,10,3.2,57,2,1,1,48,73,55,52,58.67,0,1
1315,17,0,12,5.2,98,0,1,1,68,90,38,50,65.33,0,1
1316,18,0,10,3.8,84,2,0,0,93,37,48,69,59.33,0,1
1317,17,0,10,2.0,68,1,0,1,81,79,70,43,76.67,2,1
1318,15,1,9,2.1,55,2,1,0,95,71,84,67,83.33,1,1
1319,17,1,10,5.0,81,2,0,1,73,81,90,83,81.33,1,1
1320,18,0,12,1.3,84,0,0,0,57,50,94,94,67.0,2,1
1321,16,0,11,2.4,51,0,1,0,82,98,71,95,83.67,1,1
1322,14,1,9,2.5,78,0,0,1,39,86,68,91,64.33,0,1
1323,19,1,10,0.8,90,1,1,1,39,42,91,44,57.33,0,1
1324,15,1,10,5.3,96,1,0,1,88,60,62,44,70.0,2,1
1325,15,1,9,5.1,68,1,1,0,65,57,37,84,53.0,0,1
1326,19,0,9,5.3,97,2,1,0,71,58,56,50,61.67,0,1
1327,14,0,10,1.2,64,1,1,1,85,52,53,42,63.33,0,1
1328,16,1,10,0.6,91,1,1,1,70,96,92,80,86.0,1,1
1329,18,0,10,2.5,100,2,1,0,37,43,38,49,39.33,3,0
1330,17,0,10,1.4,59,2,1,1,61,100,56,85,72.33,2,1
1331,17,0,11,4.7,53,0,1,0,78,35,99,55,70.67,2,1
1332,14,0,11,2.9,93,2,0,0,95,83,54,92,77.33,2,1
1333,14,0,10,3.6,78,0,1,1,37,91,55,65,61.0,0,1
1334,14,0,12,2.8,58,1,0,0,66,69,84,59,73.0,2,1
1335,17,1,11,2.4,81,1,0,0,92,69,96,69,85.67,1,1
1336,14,0,11,4.6,58,0,1,1,95,39,57,83,63.67,0,1
1337,19,1,11,1.9,73,0,1,1,62,63,59,65,61.33,0,1
1338,16,1,9,4.1,79,1,0,0,94,63,46,44,67.67,2,1
1339,17,0,9,2.5,51,0,0,0,100,57,53,75,70.0,2,1
1340,18,0,12,0.8,75,1,0,1,78,78,72,70,76.0,2,1
1341,18,1,9,3.1,73,1,1,1,66,47,85,92,66.0,2,1
1342,19,0,11,2.4,62,2,0,0,46,83,89,88,72.67,2,1
1343,17,1,11,1.2,64,0,1,0,40,68,60,88,56.0,0,1
1344,16,0,9,5.2,68,0,0,1,49,79,45,49,57.67,0,1
1345,17,1,10,1.9,73,1,0,1,81,90,84,68,85.0,1,1
1346,18,1,11,4.7,64,0,0,0,76,58,84,70,72.67,2,1
1347,18,0,12,3.2,93,1,1,1,63,94,93,58,83.33,1,1
1348,15,1,10,1.1,89,2,0,0,72,74,53,57,66.33,2,1
1349,16,0,11,4.0,88,1,0,0,57,89,85,56,77.0,2,1
1350,15,1,10,5.8,65,0,0,1,55,54,61,71,56.67,0,1
1351,16,0,10,3.2,97,1,0,0,36,97,76,84,69.67,2,1
1352,14,0,11,4.1,92,0,1,1,94,77,97,56,89.33,1,1
1353,18,1,12,4.7,71,2,0,0,37,60,94,71,63.67,0,1
1354,14,0,11,0.9,51,1,0,1,87,57,41,68,61.67,0,1
1355,18,0,12,0.5,78,2,0,1,71,67,97,85,78.33,2,1
1356,18,1,9,2.8,93,2,0,1,90,87,99,52,92.0,1,1
1357,15,1,12,2.7,79,2,1,0,64,92,71,89,75.67,2,1
1358,17,1,11,4.3,95,1,1,1,86,94,79,50,86.33,1,1
1359,17,1,9,2.9,56,0,0,1,75,67,37,76,59.67,0,1
1360,19,0,9,3.4,80,2,1,0,36,65,76,63,59.0,0,1
1361,19,0,9,3.7,89,0,1,1,65,86,76,55,75.67,2,1
1362,16,0,10,1.9,55,1,1,0,39,97,41,91,59.0,0,1
1363,15,1,10,1.5,70,2,1,0,79,42,56,67,59.0,0,1
1364,14,0,12,0.9,100,0,0,1,91,99,46,43,78.67,2,1
1365,16,1,11,4.5,58,2,0,0,79,81,84,41,81.33,1,1
1366,18,0,11,3.2,69,0,1,1,82,59,75,65,72.0,2,1
1367,16,0,10,1.3,52,2,0,0,49,72,74,48,65.0,0,1
1368,16,1,11,3.6,85,1,0,1,98,59,78,56,78.33,2,1
1369,17,1,11,5.3,72,0,0,0,72,66,74,58,70.67,2,1
1370,18,1,9,1.4,52,0,0,1,61,70,44,94,58.33,0,1
1371,14,1,10,5.8,53,2,0,0,72,39,39,87,50.0,0,1
1372,18,1,10,2.6,79,1,1,1,82,96,55,46,77.67,2,1
1373,15,0,11,5.2,50,0,1,1,49,49,81,55,59.67,0,1
1374,17,1,11,3.6,77,2,0,0,77,64,91,58,77.33,2,1
1375,18,0,10,4.7,50,2,0,0,57,68,37,63,54.0,0,1
1376,19,1,11,2.8,53,2,0,0,62,70,61,82,64.33,0,1
1377,14,1,11,3.6,77,2,0,1,57,43,61,40,53.67,0,1
1378,19,0,9,5.0,76,2,1,1,64,94,38,49,65.33,0,1
1379,19,1,10,1.3,82,0,1,1,86,81,71,42,79.33,2,1
1380,14,1,9,4.8,81,0,1,1,38,51,63,73,50.67,0,1
1381,18,0,9,1.6,82,2,1,0,72,100,47,50,73.0,2,1
1382,18,0,11,4.7,53,2,1,0,59,47,93,46,66.33,2,1
1383,16,1,9,0.6,92,0,1,0,89,74,55,68,72.67,2,1
1384,14,1,9,1.0,100,2,1,1,70,89,75,46,78.0,2,1
1385,14,0,10,4.6,74,0,1,1,38,56,48,48,47.33,3,0
1386,15,1,12,4.1,93,0,0,1,84,88,49,79,73.67,2,1
1387,14,0,9,4.4,98,1,0,0,93,36,56,82,61.67,0,1
1388,14,1,9,5.5,53,0,0,0,81,90,54,76,75.0,2,1
1389,15,1,11,5.5,79,2,0,0,100,64,35,43,66.33,2,1
1390,18,1,10,1.7,73,2,0,1,65,95,57,46,72.33,2,1
1391,14,1,11,1.7,51,1,1,0,90,76,82,88,82.67,1,1
1392,18,1,12,1.4,64,2,1,1,43,50,94,57,62.33,0,1
1393,16,1,12,1.5,60,0,1,1,99,61,71,84,77.0,2,1
1394,19,0,9,4.3,73,1,0,1,82,98,37,50,72.33,2,1
1395,16,0,9,2.2,97,2,1,1,71,43,85,69,66.33,2,1
1396,19,0,12,5.2,75,1,0,0,60,37,82,60,59.67,0,1
1397,17,0,10,4.7,96,0,1,1,43,74,90,40,69.0,2,1
1398,15,0,10,3.1,62,1,0,1,48,35,42,54,41.67,3,0
1399,17,0,12,2.9,89,0,0,1,96,35,53,83,61.33,0,1
1400,14,0,9,1.1,93,0,1,0,93,80,85,61,86.0,1,1
1401,19,1,10,0.9,56,1,1,0,39,60,35,63,44.67,3,0
1402,14,0,9,4.2,89,1,0,0,68,92,48,75,69.33,2,1
1403,17,1,11,4.1,70,0,0,1,82,92,39,50,71.0,2,1
1404,16,1,11,5.6,56,0,1,1,79,46,56,43,60.33,0,1
1405,17,0,10,1.3,86,1,0,1,65,67,67,56,66.33,2,1
1406,18,0,10,2.9,73,0,1,1,68,48,60,78,58.67,0,1
1407,17,1,10,1.5,89,1,0,1,50,89,45,78,61.33,0,1
1408,14,0,9,2.9,86,2,0,0,89,99,48,76,78.67,2,1
1409,18,1,9,1.0,84,2,0,1,53,63,42,44,52.67,0,1
1410,16,1,11,5.7,51,1,1,1,78,93,72,50,81.0,1,1
1411,14,0,9,6.0,75,0,1,0,51,44,61,87,52.0,0,1
1412,15,1,11,1.8,97,0,0,1,89,50,89,46,76.0,2,1
1413,17,1,10,4.4,79,2,1,1,88,77,46,64,70.33,2,1
1414,16,1,10,5.7,86,1,1,1,88,79,61,52,76.0,2,1
1415,17,0,11,4.8,96,0,0,1,43,88,38,41,56.33,0,1
1416,19,1,12,5.5,76,1,0,0,83,73,77,66,77.67,2,1
1417,17,0,10,2.5,63,0,1,1,44,100,92,60,78.67,2,1
1418,18,1,11,0.7,70,0,1,1,59,99,83,93,80.33,2,1
1419,18,1,10,4.2,52,2,0,1,55,95,77,81,75.67,2,1
1420,17,1,10,2.0,85,2,1,1,56,76,80,64,70.67,2,1
1421,15,0,11,4.9,90,1,0,1,72,72,56,70,66.67,2,1
1422,19,1,10,3.7,77,0,0,1,35,41,55,63,43.67,3,0
1423,16,0,11,0.6,69,1,0,1,47,69,86,53,67.33,2,1
1424,18,0,10,4.1,91,0,1,1,71,35,52,43,52.67,0,1
1425,14,0,10,5.4,53,2,1,0,70,70,67,48,69.0,2,1
1426,17,0,12,1.1,90,2,1,0,74,100,36,86,70.0,2,1
1427,17,1,12,1.0,100,1,0,1,56,100,97,91,84.33,1,1
1428,16,0,10,2.7,50,2,0,1,41,94,80,40,71.67,2,1
1429,15,1,9,5.1,85,0,1,0,45,43,97,83,61.67,0,1
1430,17,1,11,3.5,85,2,1,0,82,58,53,95,64.33,0,1
1431,19,0,9,5.7,57,1,0,0,95,37,51,67,61.0,0,1
1432,15,1,11,3.8,70,2,0,0,79,36,78,73,64.33,0,1
1433,19,1,11,1.8,72,0,1,0,44,75,78,79,65.67,0,1
1434,16,1,9,5.7,85,0,0,0,71,56,80,66,69.0,2,1
1435,18,0,10,1.6,73,1,1,1,47,41,95,95,61.0,0,1
1436,15,0,11,2.1,81,0,1,1,66,96,49,85,70.33,2,1
1437,18,1,9,2.1,95,2,1,0,59,88,45,70,64.0,0,1
1438,14,1,9,2.8,95,0,0,0,38,83,44,51,55.0,0,1
1439,17,0,11,4.1,79,0,1,1,85,43,92,85,73.33,2,1
1440,18,1,12,2.9,75,1,0,1,66,61,43,57,56.67,0,1
1441,15,1,12,1.4,100,0,1,0,75,53,51,91,59.67,0,1
1442,15,1,9,2.0,62,2,0,1,73,40,64,84,59.0,0,1
1443,19,0,11,3.0,82,2,0,1,56,91,90,93,79.0,2,1
1444,16,0,10,3.8,53,1,1,1,48,83,74,74,68.33,2,1
1445,18,0,10,1.4,80,0,1,1,42,45,35,86,40.67,3,0
1446,19,0,12,1.1,77,0,1,1,89,70,79,60,79.33,2,1
1447,16,0,12,3.2,61,2,0,0,86,43,35,94,54.67,0,1
1448,17,1,9,2.1,81,1,0,1,59,50,39,57,49.33,3,0
1449,16,0,9,4.9,87,0,0,0,51,86,51,68,62.67,0,1
1450,16,1,9,2.0,96,2,0,0,78,42,53,82,57.67,0,1
1451,14,1,9,3.1,87,1,1,1,83,72,89,49,81.33,1,1
1452,17,0,12,2.8,99,2,1,1,69,81,55,41,68.33,2,1
1453,15,0,10,1.1,88,2,0,0,89,74,42,67,68.33,2,1
1454,15,1,10,1.7,92,1,1,0,53,36,98,79,62.33,0,1
1455,15,1,12,5.5,91,0,0,0,81,82,66,62,76.33,2,1
1456,15,1,10,0.9,98,2,1,0,76,65,95,90,78.67,2,1
1457,16,0,12,4.0,73,1,0,0,82,48,96,69,75.33,2,1
1458,18,0,10,1.7,62,0,0,0,67,44,80,91,63.67,0,1
1459,18,0,12,1.2,91,1,1,0,69,48,99,48,72.0,2,1
1460,19,1,12,1.7,85,2,1,0,67,68,90,59,75.0,2,1
1461,14,1,9,2.8,67,1,1,1,98,82,55,44,78.33,2,1
1462,15,1,9,4.2,55,1,1,0,73,36,57,43,55.33,0,1
1463,15,1,12,3.3,50,1,0,1,58,90,59,68,69.0,2,1
1464,15,0,11,4.3,67,0,0,0,79,47,100,64,75.33,2,1
1465,19,0,10,3.3,77,1,0,0,66,61,88,62,71.67,2,1
1466,19,1,10,4.2,80,1,0,1,79,69,60,83,69.33,2,1
1467,16,0,12,5.4,88,1,0,0,91,50,48,93,63.0,0,1
1468,14,1,10,1.3,50,2,1,0,83,96,35,91,71.33,2,1
1469,15,1,12,5.6,51,0,1,0,91,38,59,43,62.67,0,1
1470,15,1,10,2.4,77,1,1,1,44,36,80,79,53.33,0,1
1471,18,0,9,2.1,69,0,1,1,79,46,69,73,64.67,0,1
1472,14,0,10,4.2,64,2,0,1,76,55,51,61,60.67,0,1
1473,16,0,11,2.3,100,1,0,1,43,95,50,69,62.67,0,1
1474,18,1,9,5.0,64,1,1,1,47,47,88,53,60.67,0,1
1475,14,1,12,6.0,90,0,0,1,77,90,93,94,86.67,1,1
1476,19,0,9,4.0,91,1,1,0,89,60,77,95,75.33,2,1
1477,19,1,12,2.9,89,1,0,0,79,65,85,73,76.33,2,1
1478,15,0,9,2.1,96,1,1,0,67,43,98,44,69.33,2,1
1479,16,0,12,4.7,80,1,0,0,39,82,42,42,54.33,0,1
1480,14,0,9,4.5,64,0,0,0,89,75,65,60,76.33,2,1
1481,16,1,12,5.4,50,0,0,0,92,72,52,69,72.0,2,1
1482,14,1,12,1.3,55,0,1,1,91,95,99,55,95.0,1,1
1483,16,0,12,2.4,87,2,1,0,42,61,99,61,67.33,2,1
1484,19,1,11,3.7,78,1,0,1,77,84,92,40,84.33,1,1
1485,14,1,11,2.9,74,0,1,1,48,64,84,41,65.33,0,1
1486,19,1,12,5.2,58,1,0,0,69,76,76,82,73.67,2,1
1487,19,1,9,5.0,80,0,0,0,98,72,73,70,81.0,1,1
1488,14,1,10,3.1,65,1,0,1,47,85,99,91,77.0,2,1
1489,16,0,12,3.3,86,0,0,1,48,49,35,58,44.0,3,0
1490,19,1,10,1.8,68,2,0,1,86,79,64,84,76.33,2,1
1491,15,1,9,1.6,63,1,0,0,41,55,41,92,45.67,3,0
1492,14,0,11,2.2,62,2,0,0,61,71,65,77,65.67,0,1
1493,19,1,12,2.0,89,0,1,1,84,55,83,74,74.0,2,1
1494,16,0,12,5.4,59,2,0,0,64,36,56,60,52.0,0,1
1495,15,0,9,1.2,95,1,0,0,55,76,60,44,63.67,0,1
1496,14,1,10,2.7,71,2,0,1,58,36,80,87,58.0,0,1
1497,19,1,9,3.2,100,2,0,0,68,94,83,73,81.67,1,1
1498,18,0,9,2.2,71,1,1,0,42,54,69,67,55.0,0,1
1499,18,0,12,5.6,69,1,1,0,86,59,64,59,69.67,2,1
1500,19,1,10,4.0,59,0,0,0,81,53,40,78,58.0,0,1
1501,16,1,9,5.5,59,0,1,1,76,48,54,91,59.33,0,1
1502,18,1,11,5.4,52,0,1,1,53,39,59,72,50.33,0,1
1503,16,0,11,5.7,76,2,1,1,84,77,90,56,83.67,1,1
1504,14,0,10,5.8,98,1,1,0,91,38,63,93,64.0,0,1
1505,18,0,12,3.6,69,1,1,1,88,81,100,56,89.67,1,1
1506,16,0,11,1.2,60,2,1,1,86,74,39,63,66.33,2,1
1507,18,1,11,5.2,53,2,1,1,62,85,42,84,63.0,0,1
1508,19,0,11,4.7,90,1,0,1,80,79,55,69,71.33,2,1
1509,16,1,10,5.1,79,0,0,0,91,89,36,55,72.0,2,1
1510,19,1,9,1.5,65,0,1,0,100,73,63,65,78.67,2,1
1511,14,0,11,2.4,62,1,0,1,64,86,64,87,71.33,2,1
1512,17,0,9,4.1,55,2,0,0,93,41,82,58,72.0,2,1
1513,17,0,12,3.2,72,0,1,1,79,98,66,67,81.0,1,1
1514,15,1,10,5.4,100,2,0,1,44,52,59,47,51.67,0,1
1515,14,0,10,5.9,71,2,1,1,68,82,58,42,69.33,2,1
1516,17,0,10,1.3,85,0,1,1,85,86,56,70,75.67,2,1
1517,16,1,10,2.9,62,1,1,1,44,55,89,84,62.67,0,1
1518,17,1,9,3.2,51,0,0,0,55,35,81,77,57.0,0,1
1519,16,0,9,2.5,76,1,1,1,72,41,94,40,69.0,2,1
1520,17,0,12,5.6,92,2,1,0,36,56,40,93,44.0,3,0
1521,17,0,9,5.4,55,0,1,0,79,46,60,83,61.67,0,1
1522,14,1,10,4.2,63,1,0,1,55,36,83,57,58.0,0,1
1523,19,0,10,3.1,62,1,0,0,59,87,41,52,62.33,0,1
1524,17,1,12,1.2,76,0,0,0,60,95,61,66,72.0,2,1
1525,15,1,11,5.5,89,2,1,1,96,67,90,53,84.33,1,1
1526,15,1,11,0.7,81,0,0,1,74,98,38,46,70.0,2,1
1527,16,0,9,3.0,67,2,0,1,99,98,63,63,86.67,1,1
1528,19,0,11,3.4,51,0,1,0,84,63,82,50,76.33,2,1
1529,17,1,10,3.3,70,0,0,1,81,64,61,95,68.67,2,1
1530,14,0,11,2.2,74,2,0,0,48,60,84,83,64.0,0,1
1531,18,1,12,1.3,53,1,1,0,37,38,49,73,41.33,3,0
1532,17,0,12,3.4,59,0,1,1,50,62,84,90,65.33,0,1
1533,19,1,9,5.6,95,1,0,0,91,70,56,63,72.33,2,1
1534,15,0,9,1.5,86,2,1,0,94,35,70,58,66.33,2,1
1535,18,0,10,1.7,100,1,1,0,98,68,75,86,80.33,2,1
1536,18,1,12,1.6,65,2,0,1,95,43,43,42,60.33,0,1
1537,18,1,10,2.0,71,1,0,1,81,95,85,49,87.0,1,1
1538,19,1,11,1.9,99,1,1,1,57,52,66,86,58.33,0,1
1539,16,0,12,1.7,71,2,1,0,58,69,95,40,74.0,2,1
1540,14,1,10,5.9,62,1,1,0,35,82,83,77,66.67,2,1
1541,19,1,11,3.2,69,2,1,1,79,63,43,75,61.67,0,1
1542,19,1,10,4.1,50,0,1,0,93,43,43,55,59.67,0,1
1543,15,1,12,1.9,77,1,0,1,36,77,59,52,57.33,0,1
1544,15,1,10,1.9,78,0,1,0,54,86,80,59,73.33,2,1
1545,15,1,12,3.4,58,1,0,1,89,94,83,59,88.67,1,1
1546,19,0,11,0.6,72,0,1,1,53,65,79,79,65.67,0,1
1547,19,1,9,3.1,59,0,0,1,36,64,87,85,62.33,0,1
1548,17,0,11,2.8,76,1,1,0,86,94,95,87,91.67,1,1
1549,18,0,10,5.0,61,2,0,1,81,36,95,71,70.67,2,1
1550,18,1,11,4.3,76,0,0,1,56,93,57,66,68.67,2,1
1551,18,1,11,5.6,63,2,1,0,72,59,75,94,68.67,2,1
1552,17,1,9,5.3,82,0,1,0,95,43,72,88,70.0,2,1
1553,17,0,9,5.1,79,1,1,0,57,48,46,53,50.33,0,1
1554,15,0,11,5.6,61,0,0,0,38,49,99,72,62.0,0,1
1555,15,1,9,2.9,51,1,0,0,83,86,37,89,68.67,2,1
1556,17,1,10,1.6,100,0,1,1,69,86,95,93,83.33,1,1
1557,15,0,11,5.1,65,2,0,1,97,68,39,61,68.0,2,1
1558,19,1,9,3.5,88,1,1,1,35,59,70,40,54.67,0,1
1559,19,1,11,1.8,78,2,1,1,87,95,96,61,92.67,1,1
1560,18,0,12,5.2,71,0,0,1,84,37,62,77,61.0,0,1
1561,15,0,10,4.8,94,1,0,1,71,41,42,56,51.33,0,1
1562,15,1,11,4.0,66,1,1,0,83,36,86,67,68.33,2,1
1563,16,1,9,4.1,56,1,0,0,57,43,83,92,61.0,0,1
1564,17,1,12,2.1,51,2,0,1,52,71,85,66,69.33,2,1
1565,18,0,10,4.1,66,1,0,1,48,60,72,84,60.0,0,1
1566,14,1,10,4.1,56,1,1,1,48,46,75,50,56.33,0,1
1567,16,0,10,4.6,53,0,0,0,77,61,79,42,72.33,2,1
1568,15,1,11,2.1,93,1,1,1,46,57,49,93,50.67,0,1
1569,17,1,9,4.5,62,1,0,0,50,79,94,40,74.33,2,1
1570,16,0,12,4.7,62,1,1,0,58,93,59,51,70.0,2,1
1571,16,1,12,2.2,64,2,0,0,69,48,51,42,56.0,0,1
1572,19,0,9,4.2,69,1,0,1,50,46,68,57,54.67,0,1
1573,15,1,12,3.8,65,2,0,0,59,79,38,66,58.67,0,1
1574,18,0,11,5.7,92,2,0,1,66,53,68,76,62.33,0,1
1575,18,0,10,2.6,82,2,0,0,91,60,59,94,70.0,2,1
1576,16,0,12,4.0,98,2,1,1,40,63,36,49,46.33,3,0
1577,14,0,12,4.8,78,0,0,1,97,38,94,89,76.33,2,1
1578,16,1,10,4.3,70,2,0,0,38,46,95,61,59.67,0,1
1579,18,1,9,1.3,93,0,0,1,70,39,97,89,68.67,2,1
1580,19,0,9,3.2,96,0,0,1,51,55,67,63,57.67,0,1
1581,15,0,9,2.1,78,2,1,0,73,40,66,52,59.67,0,1
1582,19,1,11,5.9,56,1,0,0,76,47,43,74,55.33,0,1
1583,19,1,10,4.0,86,2,0,1,87,59,56,74,67.33,2,1
1584,19,0,10,2.5,91,0,1,1,59,77,89,74,75.0,2,1
1585,19,0,11,5.1,99,0,0,0,73,62,37,94,57.33,0,1
1586,19,1,9,4.5,96,0,0,0,59,72,39,41,56.67,0,1
1587,15,1,9,1.4,99,1,0,0,62,71,80,66,71.0,2,1
1588,15,0,10,1.3,85,2,0,0,85,39,38,67,54.0,0,1
1589,17,1,11,5.9,99,2,1,0,93,60,61,50,71.33,2,1
1590,19,1,10,1.5,69,1,1,1,81,88,65,95,78.0,2,1
1591,18,1,10,5.1,84,2,1,0,65,89,100,57,84.67,1,1
1592,14,0,9,5.3,97,2,0,0,82,95,71,42,82.67,1,1
1593,19,0,11,5.7,77,1,1,0,39,91,69,82,66.33,2,1
1594,15,0,11,1.3,78,0,1,0,47,42,35,66,41.33,3,0
1595,19,0,9,1.6,64,2,0,1,74,43,37,80,51.33,0,1
1596,18,0,12,3.2,85,1,0,1,43,64,43,52,50.0,0,1
1597,18,0,10,1.6,83,1,1,1,96,90,50,53,78.67,2,1
1598,15,1,12,4.5,98,1,1,1,83,56,86,92,75.0,2,1
1599,14,1,9,5.0,83,1,1,0,100,99,92,71,97.0,1,1
1600,18,0,10,2.2,57,0,0,1,51,51,60,42,54.0,0,1
1601,17,1,12,3.3,90,0,0,1,62,36,75,58,57.67,0,1
1602,16,1,10,1.1,90,0,1,1,93,49,59,83,67.0,2,1
1603,19,0,9,3.8,74,2,0,0,48,68,43,90,53.0,0,1
1604,17,0,12,4.6,65,0,0,0,59,35,66,86,53.33,0,1
1605,18,1,11,2.1,73,2,1,0,89,36,43,88,56.0,0,1
1606,15,1,12,5.8,83,1,0,1,96,52,72,55,73.33,2,1
1607,15,1,12,2.3,67,0,1,0,78,67,76,40,73.67,2,1
1608,17,0,11,0.5,69,2,1,1,56,98,37,48,63.67,0,1
1609,17,0,10,3.4,97,1,0,0,84,47,62,55,64.33,0,1
1610,19,1,9,1.3,97,0,1,0,95,44,90,44,76.33,2,1
1611,17,0,12,4.2,61,0,1,1,86,95,81,75,87.33,1,1
1612,17,1,10,1.6,87,1,1,0,82,88,66,77,78.67,2,1
1613,16,0,12,3.4,54,1,1,0,66,96,88,44,83.33,1,1
1614,16,0,11,2.9,58,0,1,0,85,97,88,77,90.0,1,1
1615,19,0,10,1.5,56,0,1,1,61,77,44,76,60.67,0,1
1616,17,0,11,5.3,89,2,0,1,56,62,77,47,65.0,0,1
1617,17,1,12,1.1,53,2,0,0,54,78,64,69,65.33,0,1
1618,15,0,12,0.6,77,1,1,1,54,80,50,87,61.33,0,1
1619,18,1,12,6.0,76,0,1,1,81,75,97,67,84.33,1,1
1620,15,0,9,0.6,51,2,1,0,44,79,66,74,63.0,0,1
1621,14,0,11,4.5,72,2,1,0,36,95,44,65,58.33,0,1
1622,16,1,12,4.2,54,2,0,1,67,88,46,62,67.0,2,1
1623,18,0,10,4.9,59,0,0,0,37,98,39,52,58.0,0,1
1624,17,1,10,3.8,86,1,0,0,94,79,83,70,85.33,1,1
1625,18,1,12,1.7,57,2,1,0,53,75,99,88,75.67,2,1
1626,16,1,11,3.7,99,0,0,0,76,84,60,42,73.33,2,1
1627,17,0,12,4.8,74,2,0,1,63,48,100,41,70.33,2,1
